customer_key,customer_number,name,age,age_group,customer_segment,last_order_date,recency,avg_order_value,avg_monthly_spending,total_orders,total_products,total_quantity,total_sales,lifespan
7794,AW00018793,Angel Cox,76,60 and above,New,2013-11-24,137,30,30,1,2,2,30,0
7795,AW00018794,Andrew Davis,41,40-59,New,2013-11-02,137,1736,1736,1,2,2,1736,0
7796,AW00018795,Nathan Alexander,41,40-59,New,2013-05-08,143,1198,1198,1,3,3,1198,0
7797,AW00018796,Marvin Ruiz,72,60 and above,New,2013-10-09,138,23,23,1,2,2,23,0
7798,AW00018797,Evan Murphy,42,40-59,New,2014-01-21,135,79,79,1,2,2,79,0
7799,AW00018798,Andrea Allen,42,40-59,New,2013-10-31,138,1728,1728,1,3,3,1728,0
7800,AW00018799,Jacob Lewis,48,40-59,New,2013-04-04,144,120,120,1,2,2,120,0
7801,AW00018800,Jennifer Phillips,43,40-59,New,2013-11-06,137,1755,1755,1,2,2,1755,0
7802,AW00018801,Dawn Yuan,49,40-59,New,2013-10-30,138,1800,1800,1,3,3,1800,0
7803,AW00018802,Mario Shen,43,40-59,New,2013-11-26,137,1794,1794,1,4,4,1794,0
7804,AW00018803,Cedric Zheng,48,40-59,New,2013-12-06,136,1751,1751,1,2,2,1751,0
7805,AW00018804,Aaron Gonzales,43,40-59,New,2013-12-16,136,1810,1810,1,4,4,1810,0
7806,AW00018805,Tracy Simpson,48,40-59,New,2014-01-27,135,134,134,1,2,2,134,0
7807,AW00018806,Kaitlyn Torres,47,40-59,New,2013-11-30,137,1786,1786,1,3,3,1786,0
7808,AW00018807,Spencer Bennett,55,40-59,New,2013-03-27,145,120,120,1,2,2,120,0
7809,AW00018808,Gabrielle Perez,64,60 and above,New,2013-12-17,136,2412,2412,1,5,5,2412,0
7810,AW00018809,Jason King,64,60 and above,New,2013-04-01,144,120,120,1,2,2,120,0
7811,AW00018810,Casey Dominguez,86,60 and above,New,2013-11-09,137,134,134,1,2,2,134,0
7812,AW00018811,Samuel Perry,57,40-59,New,2013-03-24,145,50,101,2,3,3,101,1
7813,AW00018812,Kyle Adams,46,40-59,New,2013-12-31,136,93,20,2,5,5,186,9
7814,AW00018813,Kristy Hernandez,57,40-59,New,2014-01-20,135,129,129,1,3,3,129,0
7815,AW00018814,Evan Adams,45,40-59,New,2013-07-10,141,70,70,1,1,1,70,0
7816,AW00018815,Abigail Rogers,57,40-59,New,2013-09-20,139,70,70,1,1,1,70,0
7817,AW00018816,Taylor Smith,57,40-59,New,2013-02-28,146,148,148,1,3,3,148,0
7818,AW00018817,Brittany Russell,40,40-59,New,2013-12-24,136,2357,2357,1,3,3,2357,0
7819,AW00018818,Lucas Torres,57,40-59,New,2013-12-20,136,2319,2319,1,3,3,2319,0
7820,AW00018819,Miranda Bennett,51,40-59,New,2013-12-05,136,2345,2345,1,4,4,2345,0
7821,AW00018820,Alexandria Cook,51,40-59,New,2013-07-08,141,79,79,1,2,2,79,0
7822,AW00018821,Juan Morgan,57,40-59,New,2013-11-06,137,46,18,2,2,2,92,5
7823,AW00018822,Gregory Ferrier,58,40-59,New,2013-08-10,140,120,120,1,2,2,120,0
7824,AW00018823,Russell Xu,58,40-59,New,2013-06-06,142,94,94,1,2,2,94,0
7825,AW00018824,Elijah Collins,57,40-59,New,2013-11-29,137,2395,2395,1,4,4,2395,0
7826,AW00018825,Brandon Smith,52,40-59,New,2013-09-09,139,79,79,1,2,2,79,0
7827,AW00018826,Allison Stewart,53,40-59,New,2013-11-17,137,83,20,2,6,6,166,8
7828,AW00018827,Carmen Raman,53,40-59,New,2013-12-27,136,2330,2330,1,2,2,2330,0
7829,AW00018828,Morgan Wright,59,40-59,New,2013-09-15,139,120,120,1,2,2,120,0
7830,AW00018829,Jackson Simmons,59,40-59,New,2013-12-03,136,2355,2355,1,2,2,2355,0
7831,AW00018830,Kristine Ortega,58,40-59,New,2013-11-17,137,120,120,1,2,2,120,0
7832,AW00018831,Andy Hernandez,58,40-59,New,2013-12-26,136,2419,2419,1,5,5,2419,0
7833,AW00018832,Dylan Jackson,58,40-59,New,2013-12-12,136,2335,2335,1,3,3,2335,0
7834,AW00018833,Morgan Baker,65,60 and above,New,2013-12-09,136,79,79,1,2,2,79,0
7835,AW00018834,Ana Foster,64,60 and above,New,2013-12-28,136,120,120,1,2,2,120,0
7836,AW00018835,Isabelle Coleman,65,60 and above,New,2013-01-29,147,79,79,1,2,2,79,0
7837,AW00018836,Nicole Cooper,65,60 and above,New,2013-03-27,145,129,129,1,3,3,129,0
7838,AW00018837,Amanda Hernandez,64,60 and above,New,2013-06-05,142,94,94,1,2,2,94,0
7839,AW00018838,Natalie Morris,59,40-59,New,2013-12-17,136,2377,2377,1,3,3,2377,0
7840,AW00018839,Don Lee,59,40-59,New,2013-11-10,137,2385,2385,1,3,3,2385,0
7841,AW00018840,Alexandria Barnes,64,60 and above,New,2013-11-29,137,2295,2295,1,1,1,2295,0
7842,AW00018841,Gabriella Campbell,83,60 and above,New,2013-05-02,143,1145,1145,1,2,2,1145,0
7843,AW00018842,James Gonzalez,83,60 and above,New,2013-05-10,143,1155,1155,1,2,2,1155,0
7844,AW00018843,Luis Perez,84,60 and above,New,2013-11-20,137,70,70,1,1,1,70,0
7845,AW00018844,Dalton Hernandez,78,60 and above,New,2013-06-21,142,124,124,1,2,2,124,0
7846,AW00018845,Katherine Hughes,84,60 and above,New,2013-04-22,144,70,70,1,1,1,70,0
7847,AW00018846,Deb Hughes,84,60 and above,New,2014-01-03,135,133,133,1,3,3,133,0
7848,AW00018847,Ariana Richardson,78,60 and above,New,2013-08-19,140,70,70,1,1,1,70,0
7849,AW00018848,Christian Harris,84,60 and above,New,2013-12-13,136,2496,2496,1,5,5,2496,0
7850,AW00018849,Faith Flores,60,60 and above,New,2013-12-03,136,2367,2367,1,3,3,2367,0
7851,AW00018850,Ethan Hughes,59,40-59,New,2013-12-05,136,2376,2376,1,4,4,2376,0
7852,AW00018851,Dalton Cook,65,60 and above,New,2013-12-12,136,70,70,1,1,1,70,0
7853,AW00018852,Allison Sanders,60,60 and above,New,2013-09-07,139,134,268,2,5,5,268,1
7854,AW00018853,Jacqueline Gray,65,60 and above,New,2013-04-26,144,70,70,1,1,1,70,0
7855,AW00018854,Hunter Turner,60,60 and above,New,2013-12-19,136,1755,1755,1,2,2,1755,0
7856,AW00018855,Robert Zhang,66,60 and above,New,2013-05-19,143,1155,1155,1,2,2,1155,0
7857,AW00018856,Thomas Green,66,60 and above,New,2013-12-23,136,1736,1736,1,2,2,1736,0
7858,AW00018857,Sebastian Sanders,65,60 and above,New,2013-12-20,136,1736,1736,1,2,2,1736,0
7859,AW00018858,Miguel Parker,66,60 and above,New,2013-12-19,136,1810,1810,1,4,4,1810,0
7860,AW00018859,Olivia Henderson,65,60 and above,New,2013-06-18,142,1155,1155,1,2,2,1155,0
7861,AW00018860,Sydney Foster,60,60 and above,New,2013-12-06,136,2395,2395,1,4,4,2395,0
7862,AW00018861,Ashley Wood,66,60 and above,New,2013-10-10,138,134,134,1,2,2,134,0
7863,AW00018862,Luke Zhang,65,60 and above,New,2013-12-04,136,2354,2354,1,3,3,2354,0
7864,AW00018863,Charles Scott,65,60 and above,New,2013-12-20,136,2415,2415,1,4,4,2415,0
7865,AW00018864,Elijah Long,60,60 and above,New,2013-12-05,136,2332,2332,1,4,4,2332,0
7866,AW00018865,Ashley Hayes,67,60 and above,New,2013-12-12,136,1779,1779,1,3,3,1779,0
7867,AW00018866,Miguel Scott,67,60 and above,New,2013-12-12,136,1701,1701,1,1,1,1701,0
7868,AW00018867,Thomas Perry,67,60 and above,New,2013-12-03,136,1751,1751,1,2,2,1751,0
7869,AW00018868,Adam Long,68,60 and above,New,2013-11-29,137,1760,1760,1,3,3,1760,0
7870,AW00018869,Ashley Flores,67,60 and above,New,2013-11-30,137,1736,1736,1,2,2,1736,0
7871,AW00018870,Ana Barnes,67,60 and above,New,2014-01-21,135,70,70,1,1,1,70,0
7872,AW00018871,Ruben Rubio,82,60 and above,New,2013-02-19,146,43,87,2,3,3,87,0
7873,AW00018872,Miguel Severino,82,60 and above,New,2013-10-20,138,79,79,1,2,2,79,0
7874,AW00018873,Austin Rodriguez,80,60 and above,New,2013-08-11,140,129,129,1,3,3,129,0
7875,AW00018874,Julia Green,81,60 and above,New,2013-08-03,140,70,70,1,1,1,70,0
7876,AW00018875,Devin Watson,81,60 and above,New,2013-09-12,139,57,115,2,4,4,115,0
7877,AW00018876,Luke Chen,80,60 and above,New,2013-12-15,136,2330,2330,1,2,2,2330,0
7878,AW00018877,Evan Hall,74,60 and above,New,2013-05-08,143,70,70,1,1,1,70,0
7879,AW00018878,Mallory Ramos,74,60 and above,New,2013-12-01,136,2391,2391,1,5,5,2391,0
7880,AW00018879,Garrett Morgan,67,60 and above,New,2013-11-05,137,70,70,1,1,1,70,0
7881,AW00018880,Jarrod Sanchez,79,60 and above,New,2013-10-14,138,70,70,1,1,1,70,0
7882,AW00018881,Kimberly James,79,60 and above,New,2013-12-23,136,2360,2360,1,3,3,2360,0
7883,AW00018882,Dalton Hayes,78,60 and above,New,2013-11-26,137,2322,2322,1,2,2,2322,0
7884,AW00018883,Jonathan Garcia,43,40-59,New,2013-10-30,138,43,12,2,3,3,87,7
7885,AW00018884,Bryan Reed,43,40-59,New,2013-10-20,138,67,67,2,4,5,134,2
7886,AW00018885,Cara Ma,72,60 and above,New,2013-02-09,146,110,110,1,4,4,110,0
7887,AW00018886,Donald McDonald,42,40-59,New,2013-09-26,139,70,70,1,1,1,70,0
7888,AW00018887,Kari Hernandez,43,40-59,New,2013-12-27,136,134,134,1,2,2,134,0
7889,AW00018888,Devin Powell,42,40-59,New,2013-04-24,144,124,124,1,2,2,124,0
7890,AW00018889,Katelyn Murphy,43,40-59,New,2013-02-01,146,79,79,1,2,2,79,0
7891,AW00018890,Lauren Blue,43,40-59,New,2013-07-17,141,79,79,1,2,2,79,0
7892,AW00018891,Megan James,42,40-59,New,2013-12-31,136,120,120,1,2,2,120,0
7893,AW00018892,Chase Howard,42,40-59,New,2013-11-15,137,70,70,1,1,1,70,0
7894,AW00018893,Devin White,43,40-59,New,2013-03-16,145,70,70,1,1,1,70,0
7895,AW00018894,Eric Allen,42,40-59,New,2013-12-14,136,2317,2317,1,2,2,2317,0
7896,AW00018895,Marco Madan,65,60 and above,New,2013-02-26,146,27,27,1,3,3,27,0
7897,AW00018896,Jonathan Russell,71,60 and above,New,2013-04-19,144,75,75,1,3,3,75,0
7898,AW00018897,Russell Black,70,60 and above,New,2013-09-01,139,37,37,1,2,2,37,0
7899,AW00018898,Monica Chandra,64,60 and above,New,2013-03-08,145,75,75,1,3,3,75,0
7900,AW00018899,Glenn Liu,70,60 and above,Regular,2013-01-15,147,2059,228,2,2,2,4118,18
7901,AW00018900,Mathew Torres,69,60 and above,Regular,2013-01-21,147,2066,229,2,4,4,4132,18
7902,AW00018901,Connor Shan,63,60 and above,New,2013-06-15,142,35,35,1,1,1,35,0
7903,AW00018902,Steve Chen,63,60 and above,Regular,2013-01-23,147,2093,232,2,5,5,4186,18
7904,AW00018903,Louis Zeng,68,60 and above,Regular,2013-01-11,147,2071,230,2,4,4,4143,18
7905,AW00018904,Emma Thomas,39,20-39,New,2013-09-17,139,608,608,1,4,4,608,0
7906,AW00018905,Samuel Adams,40,40-59,New,2013-12-20,136,2416,2416,1,6,6,2416,0
7907,AW00018906,Adrienne Gutierrez,68,60 and above,Regular,2012-12-29,148,2108,248,2,6,6,4217,17
7908,AW00018907,Priscilla Nara,68,60 and above,Regular,2013-01-15,147,2083,231,2,5,5,4167,18
7909,AW00018908,Krystal Sun,65,60 and above,VIP,2013-03-11,145,3045,304,2,5,5,6090,20
7910,AW00018909,Jodi Chavez,65,60 and above,VIP,2013-03-29,145,3017,301,2,4,4,6035,20
7911,AW00018910,Marco Perez,44,40-59,New,2013-11-11,137,60,60,1,2,2,60,0
7912,AW00018911,Elijah McDonald,45,40-59,New,2013-11-22,137,64,64,1,3,3,64,0
7913,AW00018912,Tyler Williams,44,40-59,New,2013-06-07,142,70,70,1,1,1,70,0
7914,AW00018913,Jesse Stewart,44,40-59,New,2013-10-05,138,79,79,1,2,2,79,0
7915,AW00018914,Felicia Ruiz,44,40-59,New,2013-12-12,136,1726,1726,1,2,2,1726,0
7916,AW00018915,Sydney Gonzalez,45,40-59,New,2013-08-02,140,94,94,1,2,2,94,0
7917,AW00018916,Christian Moore,46,40-59,New,2013-09-04,139,659,659,1,5,5,659,0
7918,AW00018917,Jonathan Nelson,46,40-59,New,2013-09-20,139,608,608,1,4,4,608,0
7919,AW00018918,Jacqueline Ross,46,40-59,New,2013-08-18,140,79,79,1,2,2,79,0
7920,AW00018919,Eduardo Hernandez,46,40-59,New,2013-03-18,145,150,301,2,6,6,301,0
7921,AW00018920,Jonathan Young,47,40-59,New,2014-01-18,135,129,129,1,3,3,129,0
7922,AW00018921,Rachel Bailey,47,40-59,New,2013-07-29,141,94,94,1,2,2,94,0
7923,AW00018922,Madeline Gonzalez,46,40-59,New,2013-11-28,137,2327,2327,1,3,3,2327,0
7924,AW00018923,Cassandra Kapoor,46,40-59,New,2013-03-27,145,804,804,1,2,2,804,0
7925,AW00018924,Rachel Williams,46,40-59,New,2013-06-05,142,839,839,1,2,2,839,0
7926,AW00018925,Haley Griffin,44,40-59,New,2013-09-20,139,41,20,2,7,7,82,4
7927,AW00018926,Alexandre Lobao,44,40-59,New,2014-01-26,135,122,22,2,7,7,244,11
7928,AW00018927,Arianna Cox,44,40-59,New,2013-08-17,140,44,89,2,4,4,89,1
7929,AW00018928,Carmen Prasad,54,40-59,VIP,2013-04-24,144,3047,290,2,6,6,6094,21
7930,AW00018929,Donald Garcia,65,60 and above,VIP,2013-04-15,144,3014,287,2,3,3,6029,21
7931,AW00018930,Katelyn Richardson,64,60 and above,VIP,2013-04-22,144,3017,287,2,4,4,6035,21
7932,AW00018931,Rosa She,63,60 and above,VIP,2013-04-16,144,3030,288,2,5,5,6060,21
7933,AW00018932,Carl Chande,56,40-59,New,2013-05-15,143,29,29,2,3,3,59,2
7934,AW00018933,Kelli Huang,40,40-59,New,2013-08-09,140,60,60,1,2,2,60,0
7935,AW00018934,Jeremiah Moore,46,40-59,New,2013-09-18,139,124,124,1,2,2,124,0
7936,AW00018935,Jasmine Jenkins,54,40-59,New,2013-02-01,146,70,70,1,1,1,70,0
7937,AW00018936,Morgan Collins,54,40-59,New,2013-06-03,142,839,839,1,2,2,839,0
7938,AW00018937,Ian Reed,63,60 and above,New,2013-12-01,136,70,70,1,1,1,70,0
7939,AW00018938,Lucas Lopez,63,60 and above,New,2013-10-18,138,70,70,1,1,1,70,0
7940,AW00018939,Hunter McDonald,63,60 and above,New,2014-01-22,135,70,70,1,1,1,70,0
7941,AW00018940,Seth Bell,62,60 and above,New,2013-11-07,137,79,79,1,2,2,79,0
7942,AW00018941,Philip Torres,63,60 and above,New,2013-12-25,136,124,124,1,2,2,124,0
7943,AW00018942,Billy Ortega,63,60 and above,New,2013-07-15,141,889,889,1,6,6,889,0
7944,AW00018943,Kaitlyn Hall,62,60 and above,New,2013-08-27,140,903,903,1,3,3,903,0
7945,AW00018944,Marcus Taylor,64,60 and above,New,2013-12-19,136,73,29,2,5,5,147,5
7946,AW00018945,Marcus Cox,64,60 and above,New,2013-12-28,136,79,79,1,2,2,79,0
7947,AW00018946,Brandon Simmons,58,40-59,New,2013-08-12,140,70,70,1,1,1,70,0
7948,AW00018947,Devin Bryant,64,60 and above,New,2013-07-31,141,804,804,1,2,2,804,0
7949,AW00018948,Sydney Bailey,58,40-59,New,2013-08-20,140,806,806,1,4,4,806,0
7950,AW00018949,Jackson Hall,88,60 and above,New,2013-08-19,140,801,801,1,3,3,801,0
7951,AW00018950,Lauren Alexander,55,40-59,New,2013-11-06,137,2352,2352,1,3,3,2352,0
7952,AW00018951,Dalton Jones,54,40-59,New,2013-11-27,137,2335,2335,1,3,3,2335,0
7953,AW00018952,Chloe Hernandez,54,40-59,New,2014-01-13,135,79,79,1,2,2,79,0
7954,AW00018953,Mya Patterson,49,40-59,New,2013-09-15,139,777,777,1,2,2,777,0
7955,AW00018954,Dalton Young,55,40-59,New,2013-11-21,137,893,893,1,3,3,893,0
7956,AW00018955,Justin Jones,58,40-59,New,2013-11-29,137,1755,1755,1,2,2,1755,0
7957,AW00018956,Sara Howard,58,40-59,New,2013-12-21,136,848,848,1,3,3,848,0
7958,AW00018957,Mackenzie Lopez,58,40-59,New,2013-01-24,147,589,589,1,3,3,589,0
7959,AW00018958,Natalie Sanchez,57,40-59,New,2013-01-05,147,565,565,1,5,5,565,0
7960,AW00018959,Seth Morris,58,40-59,New,2013-11-03,137,2341,2341,1,3,3,2341,0
7961,AW00018960,Marcus Johnson,57,40-59,New,2013-01-31,147,619,619,1,2,2,619,0
7962,AW00018961,Jeremiah Henderson,57,40-59,New,2013-11-16,137,2370,2370,1,4,4,2370,0
7963,AW00018962,Seth Parker,57,40-59,New,2013-02-03,146,567,567,1,3,3,567,0
7964,AW00018963,Amber Collins,58,40-59,New,2013-02-19,146,590,590,1,2,2,590,0
7965,AW00018964,Thomas Gonzalez,59,40-59,New,2013-04-20,144,70,70,1,1,1,70,0
7966,AW00018965,Richard Turner,53,40-59,New,2014-01-19,135,124,124,1,2,2,124,0
7967,AW00018966,Carly Rai,77,60 and above,New,2013-03-08,145,79,79,1,2,2,79,0
7968,AW00018967,Xavier Clark,77,60 and above,New,2013-02-09,146,133,133,1,3,3,133,0
7969,AW00018968,Isaiah Lopez,72,60 and above,New,2013-11-26,137,75,151,2,5,6,151,1
7970,AW00018969,Anna Cox,77,60 and above,New,2014-01-13,135,70,70,1,1,1,70,0
7971,AW00018970,Jason Roberts,76,60 and above,New,2013-11-17,137,134,134,1,2,2,134,0
7972,AW00018971,Wyatt Moore,77,60 and above,New,2013-11-17,137,2352,2352,1,3,3,2352,0
7973,AW00018972,Benjamin Butler,77,60 and above,New,2013-11-02,137,2370,2370,1,4,4,2370,0
7974,AW00018973,Kate Yuan,77,60 and above,New,2013-02-22,146,567,567,1,3,3,567,0
7975,AW00018974,James Rodriguez,77,60 and above,New,2013-02-25,146,586,586,1,5,5,586,0
7976,AW00018975,Samuel Bryant,70,60 and above,New,2013-06-06,142,90,90,1,3,3,90,0
7977,AW00018976,Garrett Howard,76,60 and above,New,2013-11-30,137,1751,1751,1,2,2,1751,0
7978,AW00018977,Jackson Wang,75,60 and above,New,2013-12-06,136,129,129,1,3,3,129,0
7979,AW00018978,Isaiah Morgan,70,60 and above,New,2013-09-12,139,59,29,2,6,6,118,4
7980,AW00018979,Noah Taylor,76,60 and above,New,2013-12-09,136,1750,1750,1,4,4,1750,0
7981,AW00018980,Sophia Hernandez,75,60 and above,New,2013-12-06,136,1751,1751,1,2,2,1751,0
7982,AW00018981,Savannah Watson,76,60 and above,New,2013-08-06,140,79,79,1,2,2,79,0
7983,AW00018982,Kyle Baker,75,60 and above,New,2013-12-02,136,1784,1784,1,4,4,1784,0
7984,AW00018983,Destiny Price,69,60 and above,New,2013-06-17,142,94,94,1,2,2,94,0
7985,AW00018984,Shelby Rivera,63,60 and above,New,2013-03-23,145,94,94,1,2,2,94,0
7986,AW00018985,Paige Bailey,75,60 and above,New,2013-11-22,137,94,94,1,2,2,94,0
7987,AW00018986,Robert Roberts,74,60 and above,New,2013-02-10,146,57,57,1,2,2,57,0
7988,AW00018987,Hunter Adams,75,60 and above,New,2013-01-30,147,120,120,1,2,2,120,0
7989,AW00018988,Courtney Baker,75,60 and above,New,2013-11-01,137,70,70,1,1,1,70,0
7990,AW00018989,Cindy Suri,69,60 and above,New,2013-08-30,140,134,134,1,2,2,134,0
7991,AW00018990,Amanda Henderson,74,60 and above,New,2013-02-13,146,562,562,1,2,2,562,0
7992,AW00018991,Evan Cook,74,60 and above,New,2013-12-01,136,70,70,1,1,1,70,0
7993,AW00018992,David Perry,73,60 and above,New,2013-06-13,142,120,120,1,2,2,120,0
7994,AW00018993,Kevin Ross,73,60 and above,New,2013-12-08,136,129,129,1,3,3,129,0
7995,AW00018994,Jackson Allen,67,60 and above,New,2013-11-06,137,124,124,1,2,2,124,0
7996,AW00018995,Melissa Gray,73,60 and above,New,2013-10-24,138,120,120,1,2,2,120,0
7997,AW00018996,Katherine Turner,72,60 and above,New,2013-12-27,136,70,70,1,1,1,70,0
7998,AW00018997,Eric King,73,60 and above,New,2013-08-31,140,70,70,1,1,1,70,0
7999,AW00018998,Aidan Bennett,72,60 and above,New,2013-12-06,136,1785,1785,1,4,4,1785,0
8000,AW00018999,Mackenzie Watson,73,60 and above,New,2013-12-12,136,1755,1755,1,2,2,1755,0
8001,AW00019000,Makayla Blue,66,60 and above,New,2014-01-16,135,27,27,2,3,3,54,2
8002,AW00019001,Fernando Brown,72,60 and above,New,2013-08-04,140,46,18,2,4,4,92,5
8003,AW00019002,Alexis Thompson,71,60 and above,New,2013-12-10,136,1730,1730,1,3,3,1730,0
8004,AW00019003,Jared Stewart,60,60 and above,New,2013-12-22,136,1765,1765,1,4,4,1765,0
8005,AW00019004,Ian Rogers,66,60 and above,New,2013-12-27,136,1765,1765,1,4,4,1765,0
8006,AW00019005,Lauren Peterson,71,60 and above,New,2013-02-22,146,94,94,1,2,2,94,0
8007,AW00019006,Leslie Martin,70,60 and above,New,2013-12-19,136,70,70,1,1,1,70,0
8008,AW00019007,Mackenzie Sanchez,64,60 and above,New,2013-09-04,139,70,70,1,1,1,70,0
8009,AW00019008,Hailey Murphy,70,60 and above,New,2013-12-04,136,1760,1760,1,3,3,1760,0
8010,AW00019009,Arianna Watson,64,60 and above,New,2014-01-12,135,79,79,1,2,2,79,0
8011,AW00019010,Naomi Ortega,70,60 and above,New,2013-02-16,146,79,79,1,2,2,79,0
8012,AW00019011,Maria Cook,69,60 and above,New,2013-07-13,141,79,79,1,2,2,79,0
8013,AW00019012,Oscar Bryant,70,60 and above,New,2013-08-11,140,120,120,1,2,2,120,0
8014,AW00019013,Amanda Phillips,69,60 and above,New,2013-03-25,145,636,636,1,4,4,636,0
8015,AW00019014,Jonathan Hernandez,68,60 and above,New,2013-07-18,141,33,33,2,4,4,66,2
8016,AW00019015,Thomas Griffin,63,60 and above,New,2013-05-10,143,62,62,2,6,6,125,2
8017,AW00019016,Sierra Wright,68,60 and above,New,2013-12-14,136,1751,1751,1,2,2,1751,0
8018,AW00019017,Zoe Brooks,68,60 and above,New,2013-11-05,137,70,70,1,1,1,70,0
8019,AW00019018,Nicole Gray,63,60 and above,New,2013-07-04,141,134,134,1,2,2,134,0
8020,AW00019019,Jackson Gonzales,63,60 and above,New,2013-04-19,144,79,79,1,2,2,79,0
8021,AW00019020,Jack Flores,62,60 and above,New,2013-08-28,140,124,124,1,2,2,124,0
8022,AW00019021,Melissa Russell,62,60 and above,New,2013-03-18,145,615,615,1,4,4,615,0
8023,AW00019022,Samantha Wood,56,40-59,New,2013-10-01,138,70,70,1,1,1,70,0
8024,AW00019023,Arianna Powell,67,60 and above,New,2013-03-08,145,580,580,1,3,3,580,0
8025,AW00019024,Dalton Russell,67,60 and above,New,2013-03-25,145,700,700,1,4,4,700,0
8026,AW00019025,Aaron Roberts,67,60 and above,New,2013-03-14,145,120,120,1,2,2,120,0
8027,AW00019026,Logan Hayes,67,60 and above,New,2013-11-20,137,56,14,2,5,5,113,8
8028,AW00019027,Mayra Madan,62,60 and above,Regular,2013-10-02,138,1514,137,2,3,3,3029,22
8029,AW00019028,Cedric Wang,57,40-59,Regular,2013-10-13,138,1531,139,2,5,5,3063,22
8030,AW00019029,Alicia Andersen,62,60 and above,Regular,2013-09-10,139,1669,222,2,4,4,3339,15
8031,AW00019030,Marco Arun,52,40-59,Regular,2013-09-20,139,1655,236,2,4,4,3310,14
8032,AW00019031,Regina Perez,62,60 and above,VIP,2013-12-11,136,2408,602,3,5,6,7226,12
8033,AW00019032,Katrina Andersen,63,60 and above,VIP,2013-12-13,136,2313,578,3,7,7,6939,12
8034,AW00019033,Omar Lin,63,60 and above,Regular,2013-10-25,138,1569,142,2,5,5,3139,22
8035,AW00019034,Tabitha Diaz,63,60 and above,Regular,2013-09-21,139,1661,237,2,3,3,3322,14
8036,AW00019035,Stanley Schmidt,63,60 and above,Regular,2013-10-21,138,1660,221,2,2,2,3320,15
8037,AW00019036,Allen Rana,65,60 and above,New,2013-10-10,138,2381,476,2,2,2,4763,10
8038,AW00019037,Marshall Chen,64,60 and above,New,2013-10-04,138,2429,485,2,3,3,4858,10
8039,AW00019038,Joe Patel,65,60 and above,Regular,2013-10-02,138,1659,237,2,5,5,3318,14
8040,AW00019039,Melvin Pal,76,60 and above,New,2013-07-16,141,7,7,1,2,2,7,0
8041,AW00019040,Eugene Sun,75,60 and above,Regular,2013-09-30,139,1655,254,2,4,4,3310,13
8042,AW00019041,Autumn Zheng,75,60 and above,Regular,2013-10-10,138,1544,140,2,4,4,3089,22
8043,AW00019042,Ronnie Cai,69,60 and above,New,2013-08-22,140,65,65,1,3,3,65,0
8044,AW00019043,Jessica Jones,75,60 and above,New,2014-01-20,135,25,25,1,1,1,25,0
8045,AW00019044,Cesar Rana,75,60 and above,New,2013-11-10,137,30,30,1,2,2,30,0
8046,AW00019045,Ross Rodriguez,73,60 and above,New,2013-05-27,143,49,49,1,3,3,49,0
8047,AW00019046,Shawna Raje,74,60 and above,Regular,2013-10-17,138,1660,255,2,2,2,3320,13
8048,AW00019047,Sydney Walker,74,60 and above,New,2013-04-05,144,72,72,1,4,4,72,0
8049,AW00019048,Bryant Raman,73,60 and above,New,2013-11-18,137,2382,433,2,3,3,4765,11
8050,AW00019049,Craig Gutierrez,73,60 and above,New,2013-11-01,137,2419,439,2,6,6,4838,11
8051,AW00019050,Joel Chapman,61,60 and above,New,2013-10-05,138,57,57,1,2,2,57,0
8052,AW00019051,Taylor Henderson,66,60 and above,Regular,2013-10-21,138,1552,141,2,4,4,3105,22
8053,AW00019052,Kristi Kapoor,66,60 and above,Regular,2013-10-27,138,1570,149,2,4,4,3140,21
8054,AW00019053,Gerald Jordan,65,60 and above,New,2013-12-13,136,25,25,1,1,1,25,0
8055,AW00019054,Arthur Alonso,66,60 and above,New,2013-12-09,136,22,22,1,1,1,22,0
8056,AW00019055,Garrett Bailey,66,60 and above,New,2013-12-10,136,46,46,1,4,4,46,0
8057,AW00019056,Carla Van,66,60 and above,New,2013-02-18,146,38,38,1,3,3,38,0
8058,AW00019057,Joanna Ramos,61,60 and above,Regular,2013-10-06,138,1661,237,2,3,3,3322,14
8059,AW00019058,Shawn Goel,67,60 and above,New,2013-11-18,137,2262,411,2,5,5,4525,11
8060,AW00019059,George Rodriguez,67,60 and above,New,2014-01-14,135,86,86,1,2,2,86,0
8061,AW00019060,Stephanie Stone,67,60 and above,New,2013-03-13,145,30,30,1,2,2,30,0
8062,AW00019061,Heather Gao,68,60 and above,New,2013-08-09,140,65,65,1,3,3,65,0
8063,AW00019062,Erica Zhou,67,60 and above,New,2013-07-26,141,80,80,1,5,5,80,0
8064,AW00019063,Gabrielle Kelly,67,60 and above,New,2014-01-18,135,65,65,1,3,3,65,0
8065,AW00019064,Veronica Madan,67,60 and above,New,2013-03-25,145,32,32,1,3,3,32,0
8066,AW00019065,Michele Arun,68,60 and above,Regular,2013-10-02,138,1647,253,2,2,2,3295,13
8067,AW00019066,Dylan Sharma,68,60 and above,New,2013-10-01,138,85,85,1,3,3,85,0
8068,AW00019067,Misty Luo,69,60 and above,Regular,2013-10-04,138,1690,260,2,4,4,3381,13
8069,AW00019068,Alma Son,69,60 and above,New,2013-08-05,140,65,65,1,3,3,65,0
8070,AW00019069,Thomas Hall,64,60 and above,Regular,2013-10-14,138,1556,148,2,3,3,3113,21
